板块名称,股票代码,总资金占比,目标价格,股票名称,最小股数,最小价差,目标股数,持仓,可用持仓,成本,持仓市值,委托数量,成交数量,委托价格,仓位变动
工用运输,HK.00316,50,128.6,东方海外国际,500,0.1,1500,3000.0,3000.0,115.5,388500.0,0.0,0.0,0.0,-1500.0
