板块名称,股票代码,总资金占比,目标价格,股票名称,最小股数,最小价差,目标股数,持仓,可用持仓,成本,持仓市值,委托数量,成交数量,委托价格,仓位变动
,HK.00354,0,12.14,中国软件国际,2000,0.02,0,16000.0,16000.0,12.4,194560.0,0.0,0.0,0.0,-16000.0
