板块名称,股票代码,总资金占比,目标价格,股票名称,最小股数,最小价差,目标股数,持仓,可用持仓,成本,持仓市值,委托数量,成交数量,委托价格,仓位变动
公用事业,HK.01798,15.0,4.19,大唐新能源,1000,0.01,18000,29000.0,29000.0,4.12,121800.0,0.0,0.0,0.0,-11000.0
建筑,HK.00750,15.0,2.4,水发兴业能源,1000,0.01,31000,52000.0,52000.0,2.38,125320.0,0.0,0.0,0.0,-21000.0
公用事业,HK.00257,19.79,6.06,光大环境,1000,0.01,16000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16000.0
