板块名称,股票代码,总资金占比,目标价格,股票名称,持仓,可用持仓,成本,持仓市值,最小股数,目标股数,委托数量,成交数量,委托价格,仓位变动
机械设备,002046.SZ,10,16.87,国机精工,0.0,0.0,0.0,0.0,100.0,400.0,0.0,0.0,0.0,400.0
