板块名称,股票代码,总资金占比,目标价格,股票名称,持仓,可用持仓,成本,持仓市值,最小股数,目标股数,委托数量,成交数量,委托价格,仓位变动
计算机,300366.SZ,5,14.71,创意信息,0,0,0.0,0.0,100.0,200.0,0.0,0.0,0.0,200.0
