板块名称,股票代码,总资金占比,目标价格,股票名称,持仓,可用持仓,成本,持仓市值,最小股数,目标股数,委托数量,成交数量,委托价格,仓位变动
,002157.SZ,0,9.93,正邦科技,1400,0,10.118,13902.0,100.0,0.0,0.0,0.0,0.0,-1400.0
