板块名称,股票代码,总资金占比,目标价格,股票名称,持仓,可用持仓,成本,持仓市值,最小股数,目标股数,委托数量,成交数量,委托价格,仓位变动
,300967.SZ,0,29.3,晓鸣股份,100,0,29.22,2930.0,100.0,0.0,0.0,0.0,0.0,-100.0
