板块名称,股票代码,总资金占比,目标价格,股票名称,持仓,可用持仓,成本,持仓市值,最小股数,目标股数,委托数量,成交数量,委托价格,委托类型,委托状态,仓位变动
,002487.SZ,0,46.9,大金重工,100,100,45.54,4694.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0
